secs,4 12:28+3&gt;1,4 12:34+20&gt;2,4 14:24+65&gt;2,4 17:43+1&gt;2,9c+ 18:19+1&gt;13,9c+ 18:20+0&gt;6
1535.5,NaN,NaN,0.98,NaN,NaN,NaN
1536,NaN,NaN,0.96,NaN,NaN,NaN
1536.5,NaN,NaN,0.92,NaN,NaN,NaN
1537,NaN,NaN,0.91,NaN,NaN,NaN
1537.5,NaN,NaN,0.87,NaN,NaN,NaN
1538,NaN,NaN,0.84,NaN,NaN,NaN
1538.5,NaN,NaN,0.80,NaN,NaN,NaN
1539,NaN,NaN,0.75,NaN,NaN,NaN
1539.5,NaN,NaN,0.71,NaN,NaN,NaN
1540,NaN,NaN,0.63,NaN,NaN,NaN
1540.5,NaN,NaN,0.63,NaN,NaN,NaN
1541,NaN,NaN,0.65,NaN,NaN,NaN
1541.5,NaN,NaN,0.72,NaN,NaN,NaN
1542,NaN,NaN,0.75,NaN,NaN,NaN
1542.5,NaN,NaN,0.79,NaN,NaN,NaN
1543,NaN,NaN,0.82,NaN,NaN,NaN
1543.5,NaN,NaN,0.84,NaN,NaN,NaN
1544,NaN,NaN,0.83,NaN,NaN,NaN
1544.5,NaN,NaN,0.82,NaN,NaN,NaN
1545,NaN,NaN,0.80,NaN,NaN,NaN
1545.5,NaN,NaN,0.76,NaN,NaN,NaN
1546,NaN,NaN,0.73,NaN,NaN,NaN
1546.5,NaN,NaN,0.70,NaN,NaN,NaN
1547,NaN,NaN,0.68,NaN,NaN,NaN
1547.5,NaN,NaN,0.65,NaN,NaN,NaN
1548,NaN,NaN,0.63,NaN,NaN,NaN
1548.5,NaN,NaN,0.62,NaN,NaN,NaN
1549,NaN,NaN,0.59,NaN,NaN,NaN
1549.5,NaN,NaN,0.58,NaN,NaN,NaN
1550,NaN,NaN,0.57,NaN,NaN,NaN
1550.5,NaN,NaN,0.55,NaN,NaN,NaN
1551,NaN,NaN,0.57,NaN,NaN,NaN
1551.5,NaN,NaN,0.58,NaN,NaN,NaN
1552,NaN,NaN,0.58,NaN,NaN,NaN
1552.5,NaN,NaN,0.58,NaN,NaN,NaN
1553,NaN,NaN,0.57,NaN,NaN,NaN
1553.5,NaN,NaN,0.58,NaN,NaN,NaN
1554,NaN,NaN,0.57,NaN,NaN,NaN
1554.5,NaN,NaN,0.56,NaN,NaN,NaN
1555,NaN,NaN,0.58,NaN,NaN,NaN
1555.5,NaN,NaN,0.59,NaN,NaN,NaN
1556,NaN,NaN,0.61,NaN,NaN,NaN
1556.5,NaN,NaN,0.62,NaN,NaN,NaN
1557,NaN,NaN,0.63,NaN,NaN,NaN
1557.5,NaN,NaN,0.65,NaN,NaN,NaN
1558,NaN,NaN,0.67,NaN,NaN,NaN
1558.5,NaN,NaN,0.68,NaN,NaN,NaN
1559,NaN,NaN,0.68,NaN,NaN,NaN
1559.5,NaN,NaN,0.69,NaN,NaN,NaN
1560,NaN,NaN,0.69,NaN,NaN,NaN
1560.5,NaN,NaN,0.69,NaN,NaN,NaN
1561,NaN,NaN,0.70,NaN,NaN,NaN
1561.5,NaN,NaN,0.69,NaN,NaN,NaN
1562,NaN,NaN,0.67,NaN,NaN,NaN
1562.5,NaN,NaN,0.68,NaN,NaN,NaN
1563,NaN,NaN,0.68,NaN,NaN,NaN
1563.5,NaN,NaN,0.66,NaN,NaN,NaN
1564,NaN,NaN,0.64,NaN,NaN,NaN
1564.5,NaN,NaN,0.62,NaN,NaN,NaN
1565,NaN,NaN,0.59,NaN,NaN,NaN
1565.5,NaN,NaN,0.57,NaN,NaN,NaN
1566,NaN,NaN,0.58,NaN,NaN,NaN
1566.5,NaN,NaN,0.58,NaN,NaN,NaN
1567,NaN,NaN,0.59,NaN,NaN,NaN
1567.5,NaN,NaN,0.60,NaN,NaN,NaN
1568,NaN,NaN,0.60,NaN,NaN,NaN
1568.5,NaN,NaN,0.61,NaN,NaN,NaN
1569,NaN,NaN,0.61,NaN,NaN,NaN
1569.5,NaN,NaN,0.64,NaN,NaN,NaN
1570,NaN,NaN,0.65,NaN,NaN,NaN
1570.5,NaN,NaN,0.66,NaN,NaN,NaN
1571,NaN,NaN,0.67,NaN,NaN,NaN
1571.5,NaN,NaN,0.68,NaN,NaN,NaN
1572,NaN,NaN,0.71,NaN,NaN,NaN
1572.5,NaN,NaN,0.73,NaN,NaN,NaN
1573,NaN,NaN,0.74,NaN,NaN,NaN
1573.5,NaN,NaN,0.76,NaN,NaN,NaN
1574,NaN,NaN,0.76,NaN,NaN,NaN
1574.5,NaN,NaN,0.74,NaN,NaN,NaN
1575,NaN,NaN,0.72,NaN,NaN,NaN
1575.5,NaN,NaN,0.72,NaN,NaN,NaN
1576,NaN,NaN,0.74,NaN,NaN,NaN
1576.5,NaN,NaN,0.74,NaN,NaN,NaN
1577,NaN,NaN,0.73,NaN,NaN,NaN
1577.5,NaN,NaN,0.74,NaN,NaN,NaN
1578,NaN,NaN,0.76,NaN,NaN,NaN
1578.5,NaN,NaN,0.77,NaN,NaN,NaN
1579,NaN,NaN,0.76,NaN,NaN,NaN
1579.5,NaN,NaN,0.72,NaN,NaN,NaN
1580,NaN,NaN,0.68,NaN,NaN,NaN
1580.5,NaN,NaN,0.68,NaN,NaN,NaN
1581,NaN,NaN,0.64,NaN,NaN,NaN
1581.5,NaN,NaN,0.59,NaN,NaN,NaN
1582,NaN,NaN,0.52,NaN,NaN,NaN
1582.5,NaN,NaN,0.49,NaN,NaN,NaN
1583,NaN,NaN,0.41,NaN,NaN,NaN
1583.5,NaN,NaN,0.29,NaN,NaN,NaN
1584,NaN,NaN,0.19,NaN,NaN,NaN
1584.5,NaN,NaN,0.10,NaN,NaN,NaN
1585,NaN,NaN,0.07,NaN,NaN,NaN
1585.5,NaN,NaN,0.04,NaN,NaN,NaN
1586,NaN,NaN,0.00,NaN,NaN,NaN
1587,NaN,NaN,0.01,NaN,NaN,NaN
1587.5,NaN,NaN,0.03,NaN,NaN,NaN
1588,NaN,NaN,0.07,NaN,NaN,NaN
1588.5,NaN,NaN,0.16,NaN,NaN,NaN
1589,NaN,NaN,0.24,NaN,NaN,NaN
1589.5,NaN,NaN,0.31,NaN,NaN,NaN
1590,NaN,NaN,0.34,NaN,NaN,NaN
1590.5,NaN,NaN,0.39,NaN,NaN,NaN
1591,NaN,NaN,0.43,NaN,NaN,NaN
1591.5,NaN,NaN,0.48,NaN,NaN,NaN
1592,NaN,NaN,0.50,NaN,NaN,NaN
1592.5,NaN,NaN,0.53,NaN,NaN,NaN
1593,NaN,NaN,0.57,NaN,NaN,NaN
1593.5,NaN,NaN,0.61,NaN,NaN,NaN
1594,NaN,NaN,0.67,NaN,NaN,NaN
1594.5,NaN,NaN,0.71,NaN,NaN,NaN
1595,NaN,NaN,0.72,NaN,NaN,NaN
1595.5,NaN,NaN,0.78,NaN,NaN,NaN
1596,NaN,NaN,0.81,NaN,NaN,NaN
1596.5,NaN,NaN,0.84,NaN,NaN,NaN
1597,NaN,NaN,0.89,NaN,NaN,NaN
1597.5,NaN,NaN,0.92,NaN,NaN,NaN
1598,NaN,NaN,0.96,NaN,NaN,NaN
1598.5,NaN,NaN,1.02,NaN,NaN,NaN
1599,NaN,NaN,1.04,NaN,NaN,NaN
1599.5,NaN,NaN,1.05,NaN,NaN,NaN
1600,NaN,NaN,1.07,NaN,NaN,NaN
1600.5,NaN,NaN,1.06,NaN,NaN,NaN
1601,NaN,NaN,1.07,NaN,NaN,NaN
1601.5,NaN,NaN,1.05,NaN,NaN,NaN
1602,NaN,NaN,1.05,NaN,NaN,NaN
1602.5,NaN,NaN,1.02,NaN,NaN,NaN
1603,NaN,NaN,0.97,NaN,NaN,NaN
1603.5,NaN,NaN,0.94,NaN,NaN,NaN
1604,NaN,NaN,0.92,NaN,NaN,NaN
1604.5,NaN,NaN,0.91,NaN,NaN,NaN
1605,NaN,NaN,0.88,NaN,NaN,NaN
1605.5,NaN,NaN,0.88,NaN,NaN,NaN
1606,NaN,NaN,0.88,NaN,NaN,NaN
1606.5,NaN,NaN,0.86,NaN,NaN,NaN
1607,NaN,NaN,0.85,NaN,NaN,NaN
1607.5,NaN,NaN,0.82,NaN,NaN,NaN
1608,NaN,NaN,0.80,NaN,NaN,NaN
1608.5,NaN,NaN,0.76,NaN,NaN,NaN
1609,NaN,NaN,0.72,NaN,NaN,NaN
1609.5,NaN,NaN,0.70,NaN,NaN,NaN
1610,NaN,NaN,0.69,NaN,NaN,NaN
1610.5,NaN,NaN,0.67,NaN,NaN,NaN
1611,NaN,NaN,0.66,NaN,NaN,NaN
1611.5,NaN,NaN,0.64,NaN,NaN,NaN
1612,NaN,NaN,0.63,NaN,NaN,NaN
1612.5,NaN,NaN,0.63,NaN,NaN,NaN
1613,NaN,NaN,0.63,NaN,NaN,NaN
1613.5,NaN,NaN,0.64,NaN,NaN,NaN
1614,NaN,NaN,0.64,NaN,NaN,NaN
1614.5,NaN,NaN,0.63,NaN,NaN,NaN
1615,NaN,NaN,0.64,NaN,NaN,NaN
1615.5,NaN,NaN,0.64,NaN,NaN,NaN
1616,NaN,NaN,0.65,NaN,NaN,NaN
1616.5,NaN,NaN,0.70,NaN,NaN,NaN
1617,NaN,NaN,0.72,NaN,NaN,NaN
1617.5,NaN,NaN,0.76,NaN,NaN,NaN
1618,NaN,NaN,0.82,NaN,NaN,NaN
1618.5,NaN,NaN,0.86,NaN,NaN,NaN
1619,NaN,NaN,0.88,NaN,NaN,NaN
1619.5,NaN,NaN,0.91,NaN,NaN,NaN
1620,NaN,NaN,0.93,NaN,NaN,NaN
1620.5,NaN,NaN,0.97,NaN,NaN,NaN
1621,NaN,NaN,0.99,NaN,NaN,NaN
1621.5,NaN,NaN,0.97,NaN,NaN,NaN
1622,NaN,NaN,0.95,NaN,NaN,NaN
1622.5,NaN,NaN,0.90,NaN,NaN,NaN
1623,NaN,NaN,0.83,NaN,NaN,NaN
1623.5,NaN,NaN,0.75,NaN,NaN,NaN
1624,NaN,NaN,0.69,NaN,NaN,NaN
1624.5,NaN,NaN,0.65,NaN,NaN,NaN
1625,NaN,NaN,0.60,NaN,NaN,NaN
1625.5,NaN,NaN,0.53,NaN,NaN,NaN
1626,NaN,NaN,0.44,NaN,NaN,NaN
1626.5,NaN,NaN,0.42,NaN,NaN,NaN
1627,NaN,NaN,0.39,NaN,NaN,NaN
1627.5,NaN,NaN,0.36,NaN,NaN,NaN
1628,NaN,NaN,0.34,NaN,NaN,NaN
1628.5,NaN,NaN,0.30,NaN,NaN,NaN
1629,NaN,NaN,0.30,NaN,NaN,NaN
1629.5,NaN,NaN,0.29,NaN,NaN,NaN
1630,NaN,NaN,0.26,NaN,NaN,NaN
1630.5,NaN,NaN,0.25,NaN,NaN,NaN
1631,NaN,NaN,0.22,NaN,NaN,NaN
1631.5,NaN,NaN,0.17,NaN,NaN,NaN
1632,NaN,NaN,0.11,NaN,NaN,NaN
1632.5,NaN,NaN,-0.00,NaN,NaN,NaN
1639.5,NaN,NaN,0.00,NaN,NaN,NaN
1640,NaN,NaN,0.01,NaN,NaN,NaN
1640.5,NaN,NaN,0.06,NaN,NaN,NaN
1641,NaN,NaN,0.12,NaN,NaN,NaN
1641.5,NaN,NaN,0.19,NaN,NaN,NaN
1642,NaN,NaN,0.24,NaN,NaN,NaN
1642.5,NaN,NaN,0.31,NaN,NaN,NaN
1643,NaN,NaN,0.38,NaN,NaN,NaN
1643.5,NaN,NaN,0.48,NaN,NaN,NaN
1644,NaN,NaN,0.56,NaN,NaN,NaN
1644.5,NaN,NaN,0.60,NaN,NaN,NaN
1645,NaN,NaN,0.63,NaN,NaN,NaN
1645.5,NaN,NaN,0.63,NaN,NaN,NaN
1646,NaN,NaN,0.63,NaN,NaN,NaN
1646.5,NaN,NaN,0.60,NaN,NaN,NaN
1647,NaN,NaN,0.59,NaN,NaN,NaN
1647.5,NaN,NaN,0.63,NaN,NaN,NaN
1648,NaN,NaN,0.64,NaN,NaN,NaN
1648.5,NaN,NaN,0.63,NaN,NaN,NaN
1649,NaN,NaN,0.63,NaN,NaN,NaN
1649.5,NaN,NaN,0.66,NaN,NaN,NaN
1650,NaN,NaN,0.72,NaN,NaN,NaN
1650.5,NaN,NaN,0.80,NaN,NaN,NaN
1651,NaN,NaN,0.88,NaN,NaN,NaN
1651.5,NaN,NaN,0.95,NaN,NaN,NaN
1652,NaN,NaN,0.98,NaN,NaN,NaN
1652.5,NaN,NaN,1.02,NaN,NaN,NaN
1653,NaN,NaN,1.05,NaN,NaN,NaN
1653.5,NaN,NaN,1.05,NaN,NaN,NaN
1654,NaN,NaN,1.05,NaN,NaN,NaN
1654.5,NaN,NaN,1.05,NaN,NaN,NaN
1655,NaN,NaN,1.02,NaN,NaN,NaN
1655.5,NaN,NaN,1.02,NaN,NaN,NaN
1656,NaN,NaN,1.04,NaN,NaN,NaN
1656.5,NaN,NaN,1.03,NaN,NaN,NaN
1657,NaN,NaN,1.05,NaN,NaN,NaN
1657.5,NaN,NaN,1.08,NaN,NaN,NaN
1658,NaN,NaN,1.13,NaN,NaN,NaN
1658.5,NaN,NaN,1.15,NaN,NaN,NaN
1659,NaN,NaN,1.15,NaN,NaN,NaN
1659.5,NaN,NaN,1.12,NaN,NaN,NaN
1660,NaN,NaN,1.06,NaN,NaN,NaN
1660.5,NaN,NaN,1.03,NaN,NaN,NaN
1661,NaN,NaN,1.00,NaN,NaN,NaN
1661.5,NaN,NaN,0.97,NaN,NaN,NaN
1662,NaN,NaN,0.94,NaN,NaN,NaN
1662.5,NaN,NaN,0.92,NaN,NaN,NaN
1663,NaN,NaN,0.87,NaN,NaN,NaN
1663.5,NaN,NaN,0.85,NaN,NaN,NaN
1664,NaN,NaN,0.84,NaN,NaN,NaN
1664.5,NaN,NaN,0.82,NaN,NaN,NaN
1665,NaN,NaN,0.81,NaN,NaN,NaN
1665.5,NaN,NaN,0.78,NaN,NaN,NaN
1666,NaN,NaN,0.76,NaN,NaN,NaN
1666.5,NaN,NaN,0.74,NaN,NaN,NaN
1667,NaN,NaN,0.70,NaN,NaN,NaN
1667.5,NaN,NaN,0.65,NaN,NaN,NaN
1668,NaN,NaN,0.62,NaN,NaN,NaN
1668.5,NaN,NaN,0.60,NaN,NaN,NaN
1669,NaN,NaN,0.56,NaN,NaN,NaN
1669.5,NaN,NaN,0.50,NaN,NaN,NaN
1670,NaN,NaN,0.45,NaN,NaN,NaN
1670.5,NaN,NaN,0.40,NaN,NaN,NaN
1671,NaN,NaN,0.36,NaN,NaN,NaN
1671.5,NaN,NaN,0.29,NaN,NaN,NaN
1672,NaN,NaN,0.23,NaN,NaN,NaN
1672.5,NaN,NaN,0.16,NaN,NaN,NaN
1673,NaN,NaN,0.06,NaN,NaN,NaN
1673.5,NaN,NaN,0.01,NaN,NaN,NaN
1676.5,NaN,NaN,-0.00,NaN,NaN,NaN
1677,NaN,NaN,0.04,NaN,NaN,NaN
1677.5,NaN,NaN,0.08,NaN,NaN,NaN
1678,NaN,NaN,0.13,NaN,NaN,NaN
1678.5,NaN,NaN,0.16,NaN,NaN,NaN
1679,NaN,NaN,0.18,NaN,NaN,NaN
1679.5,NaN,NaN,0.20,NaN,NaN,NaN
1680,NaN,NaN,0.23,NaN,NaN,NaN
1680.5,NaN,NaN,0.27,NaN,NaN,NaN
1681,NaN,NaN,0.28,NaN,NaN,NaN
1681.5,NaN,NaN,0.29,NaN,NaN,NaN
1682,NaN,NaN,0.34,NaN,NaN,NaN
1682.5,NaN,NaN,0.36,NaN,NaN,NaN
1683,NaN,NaN,0.39,NaN,NaN,NaN
1683.5,NaN,NaN,0.42,NaN,NaN,NaN
1684,NaN,NaN,0.43,NaN,NaN,NaN
1684.5,NaN,NaN,0.44,NaN,NaN,NaN
1685,NaN,NaN,0.43,NaN,NaN,NaN
1685.5,NaN,NaN,0.44,NaN,NaN,NaN
1686,NaN,NaN,0.44,NaN,NaN,NaN
1686.5,NaN,NaN,0.43,NaN,NaN,NaN
1687,NaN,NaN,0.42,NaN,NaN,NaN
1687.5,NaN,NaN,0.41,NaN,NaN,NaN
1688,NaN,NaN,0.44,NaN,NaN,NaN
1688.5,NaN,NaN,0.45,NaN,NaN,NaN
1689,NaN,NaN,0.45,NaN,NaN,NaN
1689.5,NaN,NaN,0.46,NaN,NaN,NaN
1690,NaN,NaN,0.49,NaN,NaN,NaN
1690.5,NaN,NaN,0.53,NaN,NaN,NaN
1691,NaN,NaN,0.55,NaN,NaN,NaN
1691.5,NaN,NaN,0.58,NaN,NaN,NaN
1692,NaN,NaN,0.60,NaN,NaN,NaN
1692.5,NaN,NaN,0.62,NaN,NaN,NaN
1693,NaN,NaN,0.65,NaN,NaN,NaN
1693.5,NaN,NaN,0.65,NaN,NaN,NaN
1694,NaN,NaN,0.66,NaN,NaN,NaN
1694.5,NaN,NaN,0.67,NaN,NaN,NaN
1695,NaN,NaN,0.65,NaN,NaN,NaN
1695.5,NaN,NaN,0.66,NaN,NaN,NaN
1696,NaN,NaN,0.67,NaN,NaN,NaN
1696.5,NaN,NaN,0.67,NaN,NaN,NaN
1697,NaN,NaN,0.63,NaN,NaN,NaN
1697.5,NaN,NaN,0.59,NaN,NaN,NaN
1698,NaN,NaN,0.55,NaN,NaN,NaN
1698.5,NaN,NaN,0.52,NaN,NaN,NaN
1699,NaN,NaN,0.48,NaN,NaN,NaN
1699.5,NaN,NaN,0.41,NaN,NaN,NaN
1700,NaN,NaN,0.36,NaN,NaN,NaN
1700.5,NaN,NaN,0.35,NaN,NaN,NaN
1701,NaN,NaN,0.33,NaN,NaN,NaN
1701.5,NaN,NaN,0.32,NaN,NaN,NaN
1702,NaN,NaN,0.29,NaN,NaN,NaN
1702.5,NaN,NaN,0.29,NaN,NaN,NaN
1703,NaN,NaN,0.30,NaN,NaN,NaN
1703.5,NaN,NaN,0.29,NaN,NaN,NaN
1704,NaN,NaN,0.32,NaN,NaN,NaN
1704.5,NaN,NaN,0.32,NaN,NaN,NaN
1705,NaN,NaN,0.35,NaN,NaN,NaN
1705.5,NaN,NaN,0.36,NaN,NaN,NaN
1706,NaN,NaN,0.38,NaN,NaN,NaN
1706.5,NaN,NaN,0.40,NaN,NaN,NaN
1707,NaN,NaN,0.42,NaN,NaN,NaN
1707.5,NaN,NaN,0.44,NaN,NaN,NaN
1708,NaN,NaN,0.46,NaN,NaN,NaN
1708.5,NaN,NaN,0.47,NaN,NaN,NaN
1709,NaN,NaN,0.48,NaN,NaN,NaN
1709.5,NaN,NaN,0.51,NaN,NaN,NaN
1710,NaN,NaN,0.53,NaN,NaN,NaN
1710.5,NaN,NaN,0.53,NaN,NaN,NaN
1711,NaN,NaN,0.53,NaN,NaN,NaN
1711.5,NaN,NaN,0.54,NaN,NaN,NaN
1712,NaN,NaN,0.56,NaN,NaN,NaN
1712.5,NaN,NaN,0.57,NaN,NaN,NaN
1713,NaN,NaN,0.59,NaN,NaN,NaN
1713.5,NaN,NaN,0.57,NaN,NaN,NaN
1714,NaN,NaN,0.56,NaN,NaN,NaN
1714.5,NaN,NaN,0.58,NaN,NaN,NaN
1715,NaN,NaN,0.58,NaN,NaN,NaN
1715.5,NaN,NaN,0.59,NaN,NaN,NaN
1716,NaN,NaN,0.58,NaN,NaN,NaN
1716.5,NaN,NaN,0.60,NaN,NaN,NaN
1717,NaN,NaN,0.62,NaN,NaN,NaN
1717.5,NaN,NaN,0.66,NaN,NaN,NaN
1718,NaN,NaN,0.69,NaN,NaN,NaN
1718.5,NaN,NaN,0.73,NaN,NaN,NaN
1719,NaN,NaN,0.78,NaN,NaN,NaN
1719.5,NaN,NaN,0.81,NaN,NaN,NaN
1720,NaN,NaN,0.82,NaN,NaN,NaN
1720.5,NaN,NaN,0.81,NaN,NaN,NaN
1721,NaN,NaN,0.78,NaN,NaN,NaN
1721.5,NaN,NaN,0.76,NaN,NaN,NaN
1722,NaN,NaN,0.70,NaN,NaN,NaN
1722.5,NaN,NaN,0.63,NaN,NaN,NaN
1723,NaN,NaN,0.59,NaN,NaN,NaN
1723.5,NaN,NaN,0.51,NaN,NaN,NaN
1724,NaN,NaN,0.45,NaN,NaN,NaN
1724.5,NaN,NaN,0.40,NaN,NaN,NaN
1725,NaN,NaN,0.34,NaN,NaN,NaN
1725.5,NaN,NaN,0.32,NaN,NaN,NaN
1726,NaN,NaN,0.27,NaN,NaN,NaN
1726.5,NaN,NaN,0.24,NaN,NaN,NaN
1727,NaN,NaN,0.21,NaN,NaN,NaN
1727.5,NaN,NaN,0.19,NaN,NaN,NaN
1728,NaN,NaN,0.18,NaN,NaN,NaN
1728.5,NaN,NaN,0.16,NaN,NaN,NaN
1729,NaN,NaN,0.15,NaN,NaN,NaN
1729.5,NaN,NaN,0.13,NaN,NaN,NaN
1730,NaN,NaN,0.14,NaN,NaN,NaN
1730.5,NaN,NaN,0.14,NaN,NaN,NaN
1731,NaN,NaN,0.14,NaN,NaN,NaN
1731.5,NaN,NaN,0.15,NaN,NaN,NaN
1732,NaN,NaN,0.17,NaN,NaN,NaN
1732.5,NaN,NaN,0.18,NaN,NaN,NaN
1733,NaN,NaN,0.18,NaN,NaN,NaN
1733.5,NaN,NaN,0.18,NaN,NaN,NaN
1734,NaN,NaN,0.20,NaN,NaN,NaN
1734.5,NaN,NaN,0.25,NaN,NaN,NaN
1735,NaN,NaN,0.27,NaN,NaN,NaN
1735.5,NaN,NaN,0.32,NaN,NaN,NaN
1736,NaN,NaN,0.34,NaN,NaN,NaN
1736.5,NaN,NaN,0.35,NaN,NaN,NaN
1737,NaN,NaN,0.35,NaN,NaN,NaN
1737.5,NaN,NaN,0.36,NaN,NaN,NaN
1738,NaN,NaN,0.39,NaN,NaN,NaN
1738.5,NaN,NaN,0.43,NaN,NaN,NaN
1739,NaN,NaN,0.47,NaN,NaN,NaN
1739.5,NaN,NaN,0.51,NaN,NaN,NaN
1740,NaN,NaN,0.54,NaN,NaN,NaN
1740.5,NaN,NaN,0.55,NaN,NaN,NaN
1741,NaN,NaN,0.59,NaN,NaN,NaN
1741.5,NaN,NaN,0.62,NaN,NaN,NaN
1742,NaN,NaN,0.63,NaN,NaN,NaN
1742.5,NaN,NaN,0.65,NaN,NaN,NaN
1743,NaN,NaN,0.71,NaN,NaN,NaN
1743.5,NaN,NaN,0.77,NaN,NaN,NaN
1744,NaN,NaN,0.82,NaN,NaN,NaN
1744.5,NaN,NaN,0.87,NaN,NaN,NaN
1745,NaN,NaN,0.89,NaN,NaN,NaN
1745.5,NaN,NaN,0.92,NaN,NaN,NaN
1746,NaN,NaN,0.94,NaN,NaN,NaN
1746.5,NaN,NaN,0.94,NaN,NaN,NaN
1747,NaN,NaN,0.93,NaN,NaN,NaN
1747.5,NaN,NaN,0.96,NaN,NaN,NaN
1748,NaN,NaN,0.94,NaN,NaN,NaN
1748.5,NaN,NaN,0.95,NaN,NaN,NaN
1749,NaN,NaN,0.94,NaN,NaN,NaN
1749.5,NaN,NaN,0.90,NaN,NaN,NaN
1750,NaN,NaN,0.90,NaN,NaN,NaN
1750.5,NaN,NaN,0.90,NaN,NaN,NaN
1751,NaN,NaN,0.89,NaN,NaN,NaN
1751.5,NaN,NaN,0.87,NaN,NaN,NaN
1752,NaN,NaN,0.85,NaN,NaN,NaN
1752.5,NaN,NaN,0.85,NaN,NaN,NaN
1753,NaN,NaN,0.83,NaN,NaN,NaN
1753.5,NaN,NaN,0.82,NaN,NaN,NaN
1754,NaN,NaN,0.79,NaN,NaN,NaN
1754.5,NaN,NaN,0.76,NaN,NaN,NaN
1755,NaN,NaN,0.73,NaN,NaN,NaN
1755.5,NaN,NaN,0.70,NaN,NaN,NaN
1756,NaN,NaN,0.68,NaN,NaN,NaN
1756.5,NaN,NaN,0.64,NaN,NaN,NaN
1757,NaN,NaN,0.64,NaN,NaN,NaN
1757.5,NaN,NaN,0.61,NaN,NaN,NaN
1758,NaN,NaN,0.62,NaN,NaN,NaN
1758.5,NaN,NaN,0.62,NaN,NaN,NaN
1759,NaN,NaN,0.65,NaN,NaN,NaN
1759.5,NaN,NaN,0.66,NaN,NaN,NaN
1760,NaN,NaN,0.68,NaN,NaN,NaN
1760.5,NaN,NaN,0.71,NaN,NaN,NaN
1761,NaN,NaN,0.71,NaN,NaN,NaN
1761.5,NaN,NaN,0.74,NaN,NaN,NaN
1762,NaN,NaN,0.73,NaN,NaN,NaN
1762.5,NaN,NaN,0.73,NaN,NaN,NaN
1763,NaN,NaN,0.72,NaN,NaN,NaN
1763.5,NaN,NaN,0.69,NaN,NaN,NaN
1764,NaN,NaN,0.65,NaN,NaN,NaN
1764.5,NaN,NaN,0.63,NaN,NaN,NaN
1765,NaN,NaN,0.58,NaN,NaN,NaN
1765.5,NaN,NaN,0.55,NaN,NaN,NaN
1766,NaN,NaN,0.50,NaN,NaN,NaN
1766.5,NaN,NaN,0.46,NaN,NaN,NaN
1767,NaN,NaN,0.42,NaN,NaN,NaN
1767.5,NaN,NaN,0.36,NaN,NaN,NaN
1768,NaN,NaN,0.34,NaN,NaN,NaN
1768.5,NaN,NaN,0.29,NaN,NaN,NaN
1769,NaN,NaN,0.25,NaN,NaN,NaN
1769.5,NaN,NaN,0.20,NaN,NaN,NaN
1770,NaN,NaN,0.15,NaN,NaN,NaN
1770.5,NaN,NaN,0.14,NaN,NaN,NaN
1771,NaN,NaN,0.12,NaN,NaN,NaN
1771.5,NaN,NaN,0.12,NaN,NaN,NaN
1772,NaN,NaN,0.11,NaN,NaN,NaN
1772.5,NaN,NaN,0.08,NaN,NaN,NaN
1773,NaN,NaN,0.07,NaN,NaN,NaN
1773.5,NaN,NaN,0.07,NaN,NaN,NaN
1774,NaN,NaN,0.05,NaN,NaN,NaN
1774.5,NaN,NaN,0.04,NaN,NaN,NaN
1775,NaN,NaN,0.04,NaN,NaN,NaN
1775.5,NaN,NaN,0.02,NaN,NaN,NaN
1776,NaN,NaN,0.01,NaN,NaN,NaN
1776.5,NaN,NaN,0.01,NaN,NaN,NaN
1777,NaN,NaN,0.03,NaN,NaN,NaN
1777.5,NaN,NaN,0.07,NaN,NaN,NaN
1778,NaN,NaN,0.10,NaN,NaN,NaN
1778.5,NaN,NaN,0.16,NaN,NaN,NaN
1779,NaN,NaN,0.19,NaN,NaN,NaN
1779.5,NaN,NaN,0.24,NaN,NaN,NaN
1780,NaN,NaN,0.26,NaN,NaN,NaN
1780.5,NaN,NaN,0.27,NaN,NaN,NaN
1781,NaN,NaN,0.30,NaN,NaN,NaN
1781.5,NaN,NaN,0.30,NaN,NaN,NaN
1782,NaN,NaN,0.33,NaN,NaN,NaN
1782.5,NaN,NaN,0.34,NaN,NaN,NaN
1783,NaN,NaN,0.36,NaN,NaN,NaN
1783.5,NaN,NaN,0.37,NaN,NaN,NaN
1784,NaN,NaN,0.40,NaN,NaN,NaN
1784.5,NaN,NaN,0.40,NaN,NaN,NaN
1785,NaN,NaN,0.41,NaN,NaN,NaN
1785.5,NaN,NaN,0.42,NaN,NaN,NaN
1786,NaN,NaN,0.41,NaN,NaN,NaN
1786.5,NaN,NaN,0.39,NaN,NaN,NaN
1787,NaN,NaN,0.41,NaN,NaN,NaN
1787.5,NaN,NaN,0.41,NaN,NaN,NaN
1788,NaN,NaN,0.44,NaN,NaN,NaN
1788.5,NaN,NaN,0.43,NaN,NaN,NaN
1789,NaN,NaN,0.43,NaN,NaN,NaN
1789.5,NaN,NaN,0.43,NaN,NaN,NaN
1790,NaN,NaN,0.43,NaN,NaN,NaN
1790.5,NaN,NaN,0.45,NaN,NaN,NaN
1791,NaN,NaN,0.49,NaN,NaN,NaN
1791.5,NaN,NaN,0.51,NaN,NaN,NaN
1792,NaN,NaN,0.54,NaN,NaN,NaN
1792.5,NaN,NaN,0.55,NaN,NaN,NaN
